IDPIF,SUPQUEMADA,RADIO_M,MUERTOS,HERIDOS,IDCOMUNIDAD,COMUNIDAD,IDPROVINCIA,PROVINCIA,COMARCA,MUNICIPIO,LATITUD,LONGITUD,FECHA,TIME_CTRL,TIME_EXT,RES_GRP_CAUSA,IDGRUPOCAUSA,CAUSA,PERSONAL,PESADOS,AEREOS,GASTOS_EXT,PERDIDAS
2004210126,29867.0000,9750.36,0,1,4,ANDALUCIA,21,HUELVA,CUENCA MINERA,MINAS DE RIOTINTO,37.69176000,-6.59999000,2004-07-27,9625,11065,1,4,Provocados por pirómanos,963,55,17,0,4488390
2012460248,28879.1000,9587.75,0,0,9,C. VALENCIANA,46,VALENCIA,LA VALL D AYORA,CORTES DE PALLÁS,39.26911600,-0.95578700,2012-06-28,10320,24772,0,3,MOTORES Y MÁQUINAS (SIN ESPECIFICAR),1540,109,37,0,12607966
2012460247,20064.9000,7991.78,0,2,9,C. VALENCIANA,46,VALENCIA,ELS SERRANS,ANDILLA,39.75925100,-0.77668600,2012-06-29,9834,30474,0,2,OTRAS NEGLIGENCIAS (OTRAS),2809,124,115,0,30640114
2007350042,18672.9000,7709.58,0,1,12,CANARIAS,35,LAS PALMAS,GRAN CANARIA,TEJEDA,27.94616600,-15.66156600,2007-07-27,7011,42168,1,4,Otras motivaciones,601,66,11,0,0
2007380023,16820.6300,7317.22,0,0,12,CANARIAS,38,S.C. TENERIFE,TENERIFE,"REALEJOS, LOS",28.35834600,-16.60359300,2007-07-30,4353,24523,1,4,Sin datos,1100,71,14,184705,0
2005190182,12732.7300,6366.28,11,3,11,CASTILLA-MANCHA,19,GUADALAJARA,ALCARRIA ALTA,RIBA DE SAELICES,40.93993300,-2.29250000,2005-07-16,6886,24851,0,2,HOGUERAS,1045,81,29,551169,23142608
2012240531,11592.0000,6074.41,0,1,17,CASTILLA Y LEON,24,LEON,LA BAÑEZA,CASTROCONTRIGO,42.19313200,-6.22720800,2012-08-19,13224,26184,1,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,273,28,32,0,0
2005100838,9901.4700,5614.03,0,0,14,EXTREMADURA,10,CACERES,IBORES-VILLUERCAS,CAÑAMERO,39.38115400,-5.37991000,2005-07-21,1738,9073,1,4,Otras motivaciones,506,77,24,0,14066413
2003100794,9562.6600,5517.14,0,0,14,EXTREMADURA,10,CACERES,SIERRA DE SAN PEDRO,PORTUGAL,39.25377800,-7.24977400,2003-08-02,4320,14350,0,1,RAYO,830,23,14,0,4277026
2012170124,8729.8000,5271.41,0,0,2,CATALUÑA,17,GIRONA,ALT EMPORDA,"JONQUERA, LA",42.45831400,2.86589800,2012-07-22,6888,11217,0,2,FUMADORES,1695,99,28,0,0
2012290166,8037.1400,5057.96,0,0,4,ANDALUCIA,29,MALAGA,VALLE DE GUADALHORCE,COÍN,36.61017700,-4.73519100,2012-08-30,4300,6550,0,2,QUEMA AGRÍCOLA (QUEMA DE RESTOS DE PODA),1869,83,43,0,0
2006361456,7316.7700,4825.97,0,2,3,GALICIA,36,PONTEVEDRA,DEZA-TABEIROS,CERDEDO,42.54299400,-8.43642600,2006-08-04,1765,9040,1,4,Provocados por pirómanos,535,52,23,263160,15426315
2004230117,7136.6000,4766.18,0,0,4,ANDALUCIA,23,JAEN,SIERRA MORENA,ALDEAQUEMADA,38.43810000,-3.31853100,2004-08-26,1310,5480,1,4,Sin datos,632,45,26,173350,1704994
2009440084,6677.8900,4610.46,0,0,10,ARAGON,44,TERUEL,CUENCAS MINERAS,ALIAGA,40.71014000,-0.65960400,2009-07-22,9095,24830,0,1,RAYO,822,40,35,582917,28554150
2012380717,6512.0000,4552.83,0,1,12,CANARIAS,38,S.C. TENERIFE,TENERIFE,ADEJE,28.13963800,-16.69034800,2012-07-15,8815,152365,0,2,FUMADORES,824,38,14,0,0
2009500179,6459.1600,4534.32,0,0,10,ARAGON,50,ZARAGOZA,ZARAGOZA,ZARAGOZA,41.86552900,-0.99850900,2009-08-18,4465,7675,0,3,MANIOBRAS MILITARES,480,46,21,0,13391337
2003100718,6365.7000,4501.40,0,0,14,EXTREMADURA,10,CACERES,HURDES,OTRA PROVINCIA,40.45754100,-6.41557700,2003-08-13,0,14430,0,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),273,21,23,0,12477772
2003050106,6275.0000,4469.22,0,1,17,CASTILLA Y LEON,5,AVILA,EL BARCO DE AVILA,SOLANA DE ÁVILA,40.33267000,-5.64525800,2003-08-03,4425,20490,1,4,Vandalismo,347,18,15,0,753719
2007120090,5775.0200,4287.47,0,0,9,C. VALENCIANA,12,CASTELLON,L ALCALATEN,"USERES, LES/USERAS",40.15479000,-0.18883300,2007-08-28,5755,14695,0,3,MOTORES Y MÁQUINAS (SIN ESPECIFICAR),765,10,38,0,0
2012020224,5207.2800,4071.27,0,0,11,CASTILLA-MANCHA,2,ALBACETE,HELLIN,HELLÍN,38.44883400,-1.77295800,2012-07-01,2762,7442,1,4,Provocados por venganzas,489,48,39,0,0
2005490807,4650.0000,3847.26,0,0,17,CASTILLA Y LEON,49,ZAMORA,EL PUENTE,PORTO,42.21761600,-6.73633600,2005-10-01,14190,14970,1,4,Sin datos,33,4,9,41779,0
2005230249,4506.5000,3787.43,0,7,4,ANDALUCIA,23,JAEN,LAS VILLAS,VILLANUEVA DEL ARZOBISPO,38.14098500,-2.83285200,2005-08-07,5090,12290,0,1,RAYO,1455,28,42,0,0
2009040055,4444.2700,3761.19,0,0,4,ANDALUCIA,4,ALMERIA,LEVANTE ALMERIENSE,TURRE,37.07538600,-1.96103600,2009-07-14,2683,7033,0,1,RAYO,437,24,17,0,0
2004100257,4370.0000,3729.63,0,0,14,EXTREMADURA,10,CACERES,CACERES-CENTRO,CÁCERES,39.51632300,-6.31837200,2004-06-30,910,3550,0,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),253,23,9,0,0
2012500249,4281.0700,3691.48,0,0,10,ARAGON,50,ZARAGOZA,ARANDA,CALCENA,41.67932400,-1.67571700,2012-08-27,5982,14577,0,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),703,66,24,0,18384082
2009050152,4031.1800,3582.12,1,1,17,CASTILLA Y LEON,5,AVILA,ARENAS DE SAN PEDRO,ARENAS DE SAN PEDRO,40.23254700,-5.06782400,2009-07-28,8409,40659,1,4,Sin datos,832,85,44,0,0
2012460249,3703.3300,3433.37,0,0,9,C. VALENCIANA,46,VALENCIA,ELS SERRANS,CHULILLA,39.63595100,-0.87614000,2012-09-23,3100,7210,0,5,CAUSA DESCONOCIDA,709,40,28,0,5111970
2003100635,3682.6900,3423.79,0,0,14,EXTREMADURA,10,CACERES,CACERES-CENTRO,CASAS DE MILLÁN,39.79378400,-6.27752200,2003-08-02,6130,9070,0,3,FERROCARRIL,130,18,8,0,1118492
2009380014,3464.3300,3320.73,0,2,12,CANARIAS,38,S.C. TENERIFE,LA PALMA,VILLA DE MAZO,28.54829100,-17.80240400,2009-07-31,4949,71815,0,2,OTRAS NEGLIGENCIAS (FUEGOS ARTIFICIALES),1137,27,14,0,0
2003160084,3300.0000,3241.02,0,0,11,CASTILLA-MANCHA,16,CUENCA,ALCARRIA,BUENDÍA,40.37520600,-2.76177600,2003-07-31,3280,6100,0,2,QUEMA DE BASURA,539,39,30,0,1506153
2005240664,3290.0000,3236.10,0,1,17,CASTILLA Y LEON,24,LEON,TRUCHAS,BENUZA,42.38287700,-6.67131200,2005-08-03,7420,9012,1,4,Sin datos,453,49,43,0,0
2011322255,3236.7000,3209.78,0,0,3,GALICIA,32,OURENSE,VALDEORRAS-TRIVES,MANZANEDA,42.22802200,-7.29015100,2011-10-13,8814,12637,0,6,INCENDIO REPRODUCIDO,436,33,42,0,0
2001120101,3200.0000,3191.53,0,0,9,C. VALENCIANA,12,CASTELLON,EL BAIX MAESTRAT,XERT/CHERT,40.53549500,0.13556200,2001-08-29,6545,11951,0,1,RAYO,364,6,32,0,2635029
2003100544,3068.3200,3125.18,0,0,14,EXTREMADURA,10,CACERES,CACERES-CENTRO,ALCUÉSCAR,39.17870300,-6.33155500,2003-08-02,2395,4795,0,1,RAYO,112,16,7,0,813241
2009100551,3018.7100,3099.81,0,3,14,EXTREMADURA,10,CACERES,HURDES,NUÑOMORAL,40.41045000,-6.22751800,2009-07-25,8375,21995,1,4,Provocados por venganzas,1557,227,83,0,0
2005490795,3006.1400,3093.35,0,0,17,CASTILLA Y LEON,49,ZAMORA,EL PUENTE,PORTO,42.22054500,-6.77372900,2005-09-26,18850,21790,1,4,Provocados por pastores y ganaderos para regenerar el pasto,28,1,6,349,0
2003080273,2952.5800,3065.67,5,0,2,CATALUÑA,8,BARCELONA,VALLS OCCIDENTAL,SANT LLORENÇ SAVALL,41.66929500,2.04499300,2003-08-10,8223,26053,1,4,Sin datos,749,76,24,0,0
2005362909,2896.0000,3036.15,0,0,3,GALICIA,36,PONTEVEDRA,VIGO-BAIXO MIÑO,PAZOS DE BORBÉN,42.27861000,-8.53150500,2005-08-20,2015,2020,1,4,Otras motivaciones,241,13,11,58017,5871408
2001220054,2869.9000,3022.44,0,0,10,ARAGON,22,HUESCA,HOYA DE HUESCA/PLANA DE UESCA,"PEÑAS DE RIGLOS, LAS",42.34291200,-0.57447200,2001-08-01,5825,12965,0,1,RAYO,384,24,15,16071,1447380
2003370098,2849.0000,3011.41,0,0,17,CASTILLA Y LEON,37,SALAMANCA,GUIJUELO,OTRA PROVINCIA,40.37167000,-5.59290300,2003-08-04,0,4950,1,4,Vandalismo,32,4,1,0,3269788
2006152162,2842.0000,3007.71,0,0,3,GALICIA,15,A CORUÑA,FISTERRA,MUXÍA,43.02456000,-9.12747300,2006-08-10,7840,8370,1,4,Sin datos,194,31,14,0,14299110
2012430143,2735.0400,2950.57,0,0,2,CATALUÑA,43,TARRAGONA,RIBERA D EBRE,RASQUERA,40.96775800,0.59952900,2012-05-15,3538,7567,1,4,Sin datos,572,0,10,0,0
2012220135,2730.0000,2947.85,0,5,10,ARAGON,22,HUESCA,RIBAGORZA,MONTANUY,42.50022400,0.66054600,2012-03-08,8725,19705,0,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),550,36,17,0,344620
2012384008,2676.8100,2918.99,0,3,12,CANARIAS,38,S.C. TENERIFE,LA GOMERA,ALAJERÓ,28.09281400,-17.24747000,2012-08-04,73880,123860,1,4,Represalia al reducirse las inversiones públicas en los montes,874,22,18,0,0
2003210130,2590.0000,2871.27,0,2,4,ANDALUCIA,21,HUELVA,SIERRA DE HUELVA,ALMONASTER LA REAL,37.80367500,-6.89088500,2003-08-01,3975,6135,0,1,RAYO,430,32,28,538758,4598355
2012490510,2571.2700,2860.87,0,0,17,CASTILLA Y LEON,49,ZAMORA,PUEBLA DE SANABRIA,PEDRALBA DE LA PRADERIA,41.95296700,-6.66528600,2012-09-22,1865,4159,1,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,141,19,12,0,0
2005180248,2442.0000,2788.03,0,2,4,ANDALUCIA,18,GRANADA,SIERRA NEVADA (GR),LANJARÓN,36.94691900,-3.47213500,2005-09-22,2747,11447,0,2,HOGUERAS,722,19,38,1349489,1787327
2011322226,2424.4200,2777.97,0,0,3,GALICIA,32,OURENSE,INDETERMINADA (OU),PORTUGAL,41.87452900,-7.99160800,2011-10-13,8010,10820,1,4,Provocados por pastores y ganaderos para regenerar el pasto,86,6,10,0,368067
2003370144,2401.9300,2765.06,0,1,17,CASTILLA Y LEON,37,SALAMANCA,ROBLEDA,AGALLAS,40.45754100,-6.41557700,2003-08-13,885,4725,1,4,Sin datos,177,18,14,0,5212583
2006270737,2364.6700,2743.53,0,6,3,GALICIA,27,LUGO,TERRA DE LEMOS,QUIROGA,42.49681700,-7.12115200,2006-08-31,3620,9190,1,4,Sin datos,719,61,33,21356,2455013
2013070090,2347.1000,2733.32,0,0,15,ILLES BALEARS,7,ILLES BALEARS,MALLORCA,ANDRATX,39.57895200,2.42785400,2013-07-26,10530,26085,0,2,OTRAS NEGLIGENCIAS (OTRAS),1029,15,36,0,0
2012490225,2329.7600,2723.20,0,0,17,CASTILLA Y LEON,49,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,41.94242800,-6.84440300,2012-02-28,4260,5700,1,4,Provocados por cazadores para facilitar la caza,30,4,4,0,0
2009040065,2329.0700,2722.80,0,0,4,ANDALUCIA,4,ALMERIA,LEVANTE ALMERIENSE,TURRE,37.11325800,-1.90258800,2009-07-23,2346,56074,0,5,CAUSA DESCONOCIDA,572,41,5,0,0
2009240694,2301.3000,2706.52,0,0,17,CASTILLA Y LEON,24,LEON,VEGA DE ESPINAREDA,PERANZANES,42.87191400,-6.61322700,2009-09-10,7203,8059,1,4,Provocados por cazadores para facilitar la caza,234,11,20,0,0
2004210169,2259.2500,2681.68,0,0,4,ANDALUCIA,21,HUELVA,EL ANDEVALO,CALAÑAS,37.60727100,-6.84370200,2004-08-28,1253,5333,1,4,Sin datos,234,30,29,0,0
2013150740,2166.4800,2626.04,0,0,3,GALICIA,15,A CORUÑA,FISTERRA,CARNOTA,42.88249900,-9.11503300,2013-09-11,4157,5664,1,4,"Provocados para ahuyentar animales (lobos, jabalíes)",855,95,29,0,469665
2003100717,2150.0000,2616.03,0,0,14,EXTREMADURA,10,CACERES,SIERRA DE GATA,ACEBO,40.21899800,-6.71858200,2003-08-14,0,6290,0,5,CAUSA DESCONOCIDA,135,15,17,0,3721262
2001370073,2146.0000,2613.60,0,1,17,CASTILLA Y LEON,37,SALAMANCA,VITIGUDINO,BARRUECOPARDO,41.06989200,-6.66190200,2001-07-31,0,3300,1,4,Sin datos,258,16,4,0,172475
2006361593,2141.0200,2610.57,0,0,3,GALICIA,36,PONTEVEDRA,CALDAS-O SALNES,BARRO,42.50710300,-8.67794500,2006-08-06,4155,6670,1,4,Provocados por pirómanos,45,28,3,70964,8582496
2008500161,2131.4900,2604.75,0,0,10,ARAGON,50,ZARAGOZA,ZARAGOZA,ZUERA,41.91597400,-0.92149800,2008-08-05,4651,14776,0,3,MOTORES Y MÁQUINAS (ACCIDENTES DE VEHÍCULOS),951,74,24,0,0
2007140043,2124.7000,2600.60,0,0,4,ANDALUCIA,14,CORDOBA,VALLE DEL GUADIATO,OBEJO,38.05776900,-4.72733600,2007-07-27,4785,8220,0,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),691,21,26,1426641,5478219
2006460017,2094.0000,2581.74,0,0,9,C. VALENCIANA,46,VALENCIA,LA SAFOR,SIMAT LA VALLDIGNA,39.02626600,-0.29085700,2006-03-10,5429,8309,0,2,QUEMA DE BASURA,364,14,16,0,205512
2005100837,2085.4900,2576.49,0,0,14,EXTREMADURA,10,CACERES,IBORES-VILLUERCAS,ROBLEDOLLANO,39.60866700,-5.46679100,2005-07-21,1862,9002,1,4,Sin datos,364,30,23,0,1892859
2010460123,2059.3500,2560.29,0,0,9,C. VALENCIANA,46,VALENCIA,LA RIBERA ALTA,RAFELGUARAF,39.04573600,-0.43999400,2010-09-07,2496,5886,1,4,Sin datos,909,26,19,0,350044
2005450245,2058.4000,2559.70,0,0,11,CASTILLA-MANCHA,45,TOLEDO,LA JARA,OTRA PROVINCIA,39.44765800,-5.02375600,2005-08-25,1775,6005,1,4,Provocados por venganzas,297,35,15,0,1162731
2002100468,2049.7000,2554.29,0,0,14,EXTREMADURA,10,CACERES,SIERRA DE GATA,TORRECILLA  DE LOS ÁNGELES,40.25203500,-6.38976900,2002-08-17,3655,7315,0,5,CAUSA DESCONOCIDA,221,18,20,0,572957
2012386018,2028.0000,2540.73,0,0,12,CANARIAS,38,S.C. TENERIFE,LA PALMA,VILLA DE MAZO,28.58790000,-17.79236600,2012-08-04,5490,14362,0,2,FUMADORES,528,28,9,734038,0
2011331578,2012.2000,2530.81,0,0,5,ASTURIAS,33,ASTURIAS,NARCEA,ALLANDE,43.18709400,-6.77263500,2011-10-23,2071,2214,0,6,INCENDIO REPRODUCIDO,78,9,0,0,184246
2006152082,1999.9600,2523.10,0,0,3,GALICIA,15,A CORUÑA,FISTERRA,CAMARIÑAS,43.15467200,-9.13529500,2006-08-08,5955,8490,1,4,Otras motivaciones,227,26,9,0,7345933
2005322927,1970.0000,2504.13,0,0,3,GALICIA,32,OURENSE,VERIN-VIANA,VILARDEVÓS,42.36016500,-7.75727400,2005-08-17,0,8000,1,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,233,26,18,0,0
2010460119,1957.1700,2495.96,0,0,9,C. VALENCIANA,46,VALENCIA,LA VALL D ALBAIDA,ONTINYENT,38.77143600,-0.67234200,2010-09-06,5612,10052,1,4,Sin datos,1124,51,45,0,68209
2002040043,1937.8600,2483.62,0,1,4,ANDALUCIA,4,ALMERIA,PONIENTE ALMERIENSE,ENIX,36.89826000,-2.55872800,2002-06-26,2145,3960,0,1,RAYO,370,15,17,30916,29632
2005386027,1890.0000,2452.76,0,0,12,CANARIAS,38,S.C. TENERIFE,LA PALMA,GARAFÍA,28.79812000,-17.89571800,2005-09-06,7060,11610,0,3,LÍNEAS ELÉCTRICAS,794,19,11,578194,0
2002180273,1879.9100,2446.20,0,1,4,ANDALUCIA,18,GRANADA,SIERRAS LITORALES,JETE,36.81686900,-3.64606200,2002-11-09,3345,5865,0,2,QUEMA AGRÍCOLA (SIN ESPECIFICAR),1102,69,23,0,1305938
2013360531,1824.0000,2409.55,0,0,3,GALICIA,36,PONTEVEDRA,VIGO-BAIXO MIÑO,OIA,42.00798300,-8.78925800,2013-08-26,4435,8765,1,4,Provocados por pastores y ganaderos para regenerar el pasto,838,77,23,564585,3636878
2006361536,1818.0000,2405.59,0,0,3,GALICIA,36,PONTEVEDRA,O CONDADO-A PARANDATA,ARBO,42.14795300,-8.30670500,2006-08-05,2465,2555,1,4,Provocados por pirómanos,86,7,7,46705,4075560
2006321160,1807.0000,2398.30,0,0,3,GALICIA,32,OURENSE,O RIBEIRO-ARENTEIRO,AVIÓN,42.43684100,-8.31083600,2006-08-11,5280,6660,1,4,Sin datos,282,23,22,0,3902587
2003370096,1804.3700,2396.55,0,0,17,CASTILLA Y LEON,37,SALAMANCA,LA ALBERCA,ESCURIAL DE LA SIERRA,40.61426300,-5.95628400,2003-08-03,470,3080,0,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),273,15,5,0,94927
2006361628,1773.4400,2375.92,0,0,3,GALICIA,36,PONTEVEDRA,CALDAS-O SALNES,CATOIRA,42.65484900,-8.68714000,2006-08-07,1790,1850,1,4,Provocados por pirómanos,77,10,2,25961,15001159
2009160215,1759.2800,2366.42,0,0,11,CASTILLA-MANCHA,16,CUENCA,SERRANIA ALTA,"MAJADAS, LAS",40.22651100,-1.98727900,2009-07-21,5495,17430,0,1,RAYO,621,47,42,0,0
